client_id,client_nom,type_client,ville,ca_total_usd,nb_transactions,date_premiere_visite,date_derniere_visite,fidele
C02484,Anonyme,Personne courante,Likasi,21.0,1,2022-08-13,2022-08-13,0
C02484,Client_PC_02484,Personne courante,Lubumbashi,636.92,16,2022-08-29,2025-07-25,1
C02485,Anonyme,Personne courante,Kolwezi,21.700000000000003,2,2023-12-11,2024-04-23,0
C02485,Client_PC_02485,Personne courante,Lubumbashi,956.0699999999999,11,2022-08-31,2025-07-19,1
C02486,Anonyme,Personne courante,Kolwezi,59.4,1,2024-05-01,2024-05-01,0
C02486,Client_PC_02486,Personne courante,Lubumbashi,762.7,15,2022-09-10,2025-07-10,1
C02487,Anonyme,Personne courante,Kolwezi,20.3,2,2023-01-13,2023-08-05,0
C02487,Client_PC_02487,Personne courante,Lubumbashi,842.5,11,2022-09-01,2025-07-21,1
C02488,Client_PC_02488,Personne courante,Lubumbashi,228.45,9,2023-10-04,2025-06-24,1
C02489,Anonyme,Personne courante,Lubumbashi,21.0,1,2023-09-26,2023-09-26,0
C02489,Client_PC_02489,Personne courante,Lubumbashi,641.84,9,2022-08-03,2024-02-22,1
C02490,Client_PC_02490,Personne courante,Lubumbashi,1975.97,21,2022-09-01,2025-04-06,1
C02491,Client_PC_02491,Personne courante,Lubumbashi,1292.02,14,2022-10-18,2025-02-17,1
C02492,Client_PC_02492,Personne courante,Lubumbashi,2792.2799999999997,23,2022-08-03,2025-07-04,1
C02493,Anonyme,Personne courante,Lubumbashi,13.5,1,2023-11-10,2023-11-10,0
C02493,Client_PC_02493,Personne courante,Lubumbashi,1290.35,14,2022-11-02,2024-10-26,1
C02494,Anonyme,Personne courante,Kolwezi,11.2,1,2025-01-18,2025-01-18,0
C02494,Client_PC_02494,Personne courante,Lubumbashi,1632.6,14,2022-10-31,2025-06-25,1
C02495,Anonyme,Personne courante,Lubumbashi,12.0,1,2023-04-18,2023-04-18,0
C02495,Client_PC_02495,Personne courante,Lubumbashi,382.4,11,2022-08-06,2024-10-11,1
C02496,Anonyme,Personne courante,Lubumbashi,1116.0,2,2022-08-14,2024-05-25,0
C02496,Client_PC_02496,Personne courante,Lubumbashi,1043.49,14,2022-10-11,2025-07-03,1
C02497,Client_PC_02497,Personne courante,Lubumbashi,997.62,14,2022-10-22,2025-07-15,1
C02498,Anonyme,Personne courante,Lubumbashi,40.48,1,2024-01-26,2024-01-26,0
C02498,Client_PC_02498,Personne courante,Lubumbashi,689.85,10,2022-08-01,2025-02-13,1
C02499,Anonyme,Personne courante,Lubumbashi,5.6,1,2022-08-06,2022-08-06,0
C02499,Client_PC_02499,Personne courante,Lubumbashi,1906.25,19,2022-08-20,2025-07-26,1
C02500,Client_PC_02500,Personne courante,Lubumbashi,1786.02,12,2022-08-22,2025-02-28,1
C02501,Client_PC_02501,Personne courante,Lubumbashi,864.89,15,2022-08-17,2025-07-28,1
C02502,Client_PC_02502,Personne courante,Lubumbashi,1623.03,17,2022-09-21,2025-07-14,1
C02503,Anonyme,Personne courante,Lubumbashi,308.0,1,2023-02-09,2023-02-09,0
C02503,Client_PC_02503,Personne courante,Lubumbashi,1397.75,10,2022-08-06,2025-02-21,1
C02504,Anonyme,Personne courante,Kolwezi,17.55,1,2024-05-14,2024-05-14,0
C02504,Client_PC_02504,Personne courante,Lubumbashi,677.2,5,2022-12-19,2025-01-24,1
C02505,Client_PC_02505,Personne courante,Lubumbashi,1187.94,11,2023-02-06,2025-07-07,1
C02506,Anonyme,Personne courante,Lubumbashi,14.4,1,2022-08-29,2022-08-29,0
C02506,Client_PC_02506,Personne courante,Lubumbashi,1738.5049999999999,9,2022-08-08,2025-07-28,1
C02507,Client_PC_02507,Personne courante,Lubumbashi,1502.59,14,2022-08-31,2025-06-23,1
C02508,Anonyme,Personne courante,Kolwezi,8.4,2,2023-12-27,2024-07-25,0
C02508,Client_PC_02508,Personne courante,Lubumbashi,981.75,12,2023-02-13,2025-07-10,1
C02509,Anonyme,Personne courante,Kolwezi,120.0,1,2022-12-15,2022-12-15,0
C02509,Client_PC_02509,Personne courante,Lubumbashi,1271.45,17,2022-11-25,2025-07-19,1
C02510,Anonyme,Personne courante,Lubumbashi,358.75,3,2022-11-24,2024-09-20,1
C02510,Client_PC_02510,Personne courante,Lubumbashi,1034.2,10,2022-12-20,2024-09-21,1
C02511,Anonyme,Personne courante,Kolwezi,345.0,2,2022-09-05,2023-02-01,0
C02511,Client_PC_02511,Personne courante,Lubumbashi,792.03,13,2022-08-21,2025-07-01,1
C02512,Client_PC_02512,Personne courante,Lubumbashi,2064.96,15,2022-08-03,2025-07-15,1
C02513,Client_PC_02513,Personne courante,Lubumbashi,334.93,12,2022-09-07,2025-01-31,1
C02514,Client_PC_02514,Personne courante,Lubumbashi,83.4,4,2023-12-02,2024-05-29,1
C02515,Anonyme,Personne courante,Lubumbashi,2.25,1,2025-07-21,2025-07-21,0
C02515,Client_PC_02515,Personne courante,Lubumbashi,2560.63,21,2022-10-10,2025-04-16,1
C02516,Anonyme,Personne courante,Likasi,270.0,1,2023-01-03,2023-01-03,0
C02516,Client_PC_02516,Personne courante,Lubumbashi,1106.975,13,2022-09-29,2025-03-01,1
C02517,Anonyme,Personne courante,Kolwezi,350.0,1,2023-08-29,2023-08-29,0
C02517,Client_PC_02517,Personne courante,Lubumbashi,1088.7,13,2022-08-13,2025-06-17,1
C02518,Anonyme,Personne courante,Lubumbashi,195.0,2,2023-08-15,2025-05-06,0
C02518,Client_PC_02518,Personne courante,Lubumbashi,3355.05,14,2022-09-05,2025-02-26,1
C02519,Anonyme,Personne courante,Lubumbashi,154.0,1,2023-05-16,2023-05-16,0
C02519,Client_PC_02519,Personne courante,Lubumbashi,942.11,19,2022-08-12,2025-07-05,1
C02520,Client_PC_02520,Personne courante,Lubumbashi,2264.175,13,2022-11-03,2025-02-10,1
C02521,Anonyme,Personne courante,Lubumbashi,3.3,1,2024-11-21,2024-11-21,0
C02521,Client_PC_02521,Personne courante,Lubumbashi,1935.22,13,2022-11-04,2025-07-21,1
C02522,Anonyme,Personne courante,Lubumbashi,7.5,1,2025-01-28,2025-01-28,0
C02522,Client_PC_02522,Personne courante,Lubumbashi,936.6300000000001,10,2022-09-15,2024-03-25,1
C02523,Client_PC_02523,Personne courante,Lubumbashi,1548.75,13,2023-02-11,2025-05-24,1
C02524,Anonyme,Personne courante,Lubumbashi,10.5,1,2023-03-07,2023-03-07,0
C02524,Client_PC_02524,Personne courante,Lubumbashi,1580.5,12,2022-08-02,2025-07-07,1
C02525,Anonyme,Personne courante,Lubumbashi,364.0,1,2024-11-15,2024-11-15,0
C02525,Client_PC_02525,Personne courante,Lubumbashi,761.21,9,2022-11-04,2025-07-20,1
C02526,Client_PC_02526,Personne courante,Lubumbashi,572.82,16,2023-01-17,2025-07-28,1
C02527,Anonyme,Personne courante,Lubumbashi,8.4,1,2024-06-14,2024-06-14,0
C02527,Client_PC_02527,Personne courante,Lubumbashi,1043.3,8,2023-11-03,2024-12-05,1
C02528,Client_PC_02528,Personne courante,Lubumbashi,1146.65,12,2022-10-24,2025-07-14,1
C02529,Anonyme,Personne courante,Lubumbashi,12.46,2,2025-01-01,2025-06-09,0
C02529,Client_PC_02529,Personne courante,Lubumbashi,1692.885,16,2022-10-19,2025-05-21,1
C02530,Client_PC_02530,Personne courante,Lubumbashi,2455.29,21,2022-08-18,2025-07-30,1
C02531,Anonyme,Personne courante,Kolwezi,4.73,1,2024-03-28,2024-03-28,0
C02531,Client_PC_02531,Personne courante,Lubumbashi,1013.875,13,2022-08-06,2025-07-14,1
C02532,Client_PC_02532,Personne courante,Lubumbashi,2213.975,26,2022-09-06,2025-06-12,1
C02533,Anonyme,Personne courante,Kolwezi,120.25,2,2023-03-29,2025-05-31,0
C02533,Client_PC_02533,Personne courante,Lubumbashi,1936.09,16,2022-08-12,2025-04-07,1
C02534,Client_PC_02534,Personne courante,Lubumbashi,1691.8,17,2022-08-18,2025-06-02,1
C02535,Client_PC_02535,Personne courante,Lubumbashi,518.53,12,2022-10-03,2025-06-25,1
C02536,Anonyme,Personne courante,Lubumbashi,18.2,1,2023-03-17,2023-03-17,0
C02536,Client_PC_02536,Personne courante,Lubumbashi,1537.63,14,2022-09-16,2025-07-27,1
C02537,Anonyme,Personne courante,Likasi,108.0,1,2023-07-15,2023-07-15,0
C02537,Client_PC_02537,Personne courante,Lubumbashi,1095.25,11,2022-08-02,2024-12-18,1
C02538,Anonyme,Personne courante,Lubumbashi,57.0,1,2023-04-04,2023-04-04,0
C02538,Client_PC_02538,Personne courante,Lubumbashi,1275.3999999999999,13,2022-08-25,2025-07-01,1
C02539,Anonyme,Personne courante,Lubumbashi,0.61,1,2024-02-17,2024-02-17,0
C02539,Client_PC_02539,Personne courante,Lubumbashi,1014.27,21,2023-01-02,2025-07-15,1
C02540,Anonyme,Personne courante,Lubumbashi,75.4,1,2025-04-29,2025-04-29,0
C02540,Client_PC_02540,Personne courante,Lubumbashi,228.20000000000002,11,2022-09-01,2025-02-10,1
C02541,Client_PC_02541,Personne courante,Lubumbashi,1813.3700000000001,20,2022-08-11,2025-07-21,1
C02542,Anonyme,Personne courante,Lubumbashi,2.25,1,2023-12-21,2023-12-21,0
C02542,Client_PC_02542,Personne courante,Lubumbashi,740.74,11,2023-03-16,2025-05-30,1
C02543,Anonyme,Personne courante,Lubumbashi,5.32,1,2023-10-26,2023-10-26,0
C02543,Client_PC_02543,Personne courante,Lubumbashi,1835.125,15,2022-08-04,2025-01-25,1
C02544,Anonyme,Personne courante,Lubumbashi,127.96000000000001,2,2023-10-25,2025-03-13,0
C02544,Client_PC_02544,Personne courante,Lubumbashi,424.02,8,2022-11-27,2025-07-26,1
C02545,Client_PC_02545,Personne courante,Lubumbashi,598.1,6,2022-12-06,2025-05-24,1
C02546,Anonyme,Personne courante,Lubumbashi,8.1,1,2023-09-02,2023-09-02,0
C02546,Client_PC_02546,Personne courante,Lubumbashi,2278.83,14,2022-08-22,2025-06-11,1
C02547,Anonyme,Personne courante,Lubumbashi,483.0,1,2024-12-19,2024-12-19,0
C02547,Client_PC_02547,Personne courante,Lubumbashi,789.86,8,2022-08-04,2025-04-09,1
C02548,Anonyme,Personne courante,Lubumbashi,705.75,5,2022-10-03,2025-07-11,1
C02548,Client_PC_02548,Personne courante,Lubumbashi,1345.23,14,2022-08-09,2025-07-04,1
C02549,Anonyme,Personne courante,Lubumbashi,350.0,1,2023-10-09,2023-10-09,0
C02549,Client_PC_02549,Personne courante,Lubumbashi,1250.95,11,2022-08-27,2025-07-16,1
C02550,Anonyme,Personne courante,Lubumbashi,5.32,1,2024-08-07,2024-08-07,0
C02550,Client_PC_02550,Personne courante,Lubumbashi,1996.68,16,2022-08-02,2025-07-11,1
C02551,Anonyme,Personne courante,Kolwezi,18.2,1,2022-11-09,2022-11-09,0
C02551,Client_PC_02551,Personne courante,Lubumbashi,1951.73,15,2022-08-04,2025-04-03,1
C02552,Anonyme,Personne courante,Lubumbashi,350.0,1,2023-04-14,2023-04-14,0
C02552,Client_PC_02552,Personne courante,Lubumbashi,387.83,10,2022-09-01,2024-11-08,1
C02553,Anonyme,Personne courante,Lubumbashi,147.8,3,2023-09-23,2024-12-05,1
C02553,Client_PC_02553,Personne courante,Lubumbashi,891.4,12,2022-08-09,2025-03-10,1
C02554,Anonyme,Personne courante,Lubumbashi,84.9,2,2023-03-22,2023-10-04,0
C02554,Client_PC_02554,Personne courante,Lubumbashi,2905.4,14,2022-09-06,2025-05-28,1
C02555,Client_PC_02555,Personne courante,Lubumbashi,2016.45,14,2022-08-27,2025-05-10,1
C02556,Client_PC_02556,Personne courante,Lubumbashi,363.55,13,2022-08-01,2025-05-14,1
C02557,Anonyme,Personne courante,Kolwezi,318.5,1,2025-01-02,2025-01-02,0
C02557,Client_PC_02557,Personne courante,Lubumbashi,704.88,18,2022-08-18,2025-07-25,1
C02558,Client_PC_02558,Personne courante,Lubumbashi,394.94,10,2022-12-15,2025-06-27,1
C02559,Anonyme,Personne courante,Kolwezi,52.8,3,2023-09-13,2024-05-29,1
C02559,Client_PC_02559,Personne courante,Lubumbashi,1831.69,20,2022-08-18,2025-03-14,1
C02560,Client_PC_02560,Personne courante,Lubumbashi,299.47,13,2022-08-29,2025-05-16,1
C02561,Anonyme,Personne courante,Lubumbashi,181.4,4,2022-08-18,2024-08-15,1
C02561,Client_PC_02561,Personne courante,Lubumbashi,847.3100000000001,10,2022-11-04,2024-11-01,1
C02562,Anonyme,Personne courante,Lubumbashi,5.32,1,2023-10-10,2023-10-10,0
C02562,Client_PC_02562,Personne courante,Lubumbashi,840.56,14,2022-09-05,2025-05-02,1
C02563,Anonyme,Personne courante,Kolwezi,126.08,3,2023-07-29,2024-06-11,1
C02563,Client_PC_02563,Personne courante,Kolwezi,825.38,14,2022-10-28,2025-02-21,1
C02564,Client_PC_02564,Personne courante,Lubumbashi,1496.625,15,2022-09-01,2025-07-01,1
C02565,Anonyme,Personne courante,Lubumbashi,36.0,1,2024-05-14,2024-05-14,0
C02565,Client_PC_02565,Personne courante,Lubumbashi,1087.21,11,2022-11-03,2025-07-18,1
C02566,Anonyme,Personne courante,Lubumbashi,3.75,1,2024-12-24,2024-12-24,0
C02566,Client_PC_02566,Personne courante,Lubumbashi,680.53,12,2022-08-15,2024-12-06,1
C02567,Client_PC_02567,Personne courante,Lubumbashi,1141.57,12,2022-08-08,2025-07-02,1
C02568,Client_PC_02568,Personne courante,Lubumbashi,889.8299999999999,9,2022-12-28,2025-07-01,1
C02569,Client_PC_02569,Personne courante,Lubumbashi,877.05,10,2022-11-20,2025-07-15,1
C02570,Client_PC_02570,Personne courante,Lubumbashi,1506.85,17,2022-08-10,2025-01-31,1
C02571,Anonyme,Personne courante,Lubumbashi,21.3,2,2024-01-27,2024-04-02,0
C02571,Client_PC_02571,Personne courante,Lubumbashi,1123.92,18,2022-09-26,2025-07-03,1
C02572,Client_PC_02572,Personne courante,Lubumbashi,1785.9,15,2022-08-16,2025-07-08,1
C02573,Anonyme,Personne courante,Lubumbashi,288.0,2,2022-11-25,2025-02-04,0
C02573,Client_PC_02573,Personne courante,Lubumbashi,161.3,8,2022-08-24,2024-05-06,1
C02574,Anonyme,Personne courante,Lubumbashi,12.6,1,2024-10-08,2024-10-08,0
C02574,Client_PC_02574,Personne courante,Lubumbashi,1633.08,11,2022-08-20,2024-12-20,1
C02575,Client_PC_02575,Personne courante,Lubumbashi,1113.32,18,2022-08-09,2025-04-12,1
C02576,Client_PC_02576,Personne courante,Lubumbashi,2226.5,15,2022-09-02,2025-05-26,1
C02577,Client_PC_02577,Personne courante,Lubumbashi,581.45,6,2022-12-08,2024-12-02,1
C02578,Client_PC_02578,Personne courante,Lubumbashi,574.6,14,2022-08-10,2024-10-11,1
C02579,Anonyme,Personne courante,Kolwezi,96.0,1,2022-12-28,2022-12-28,0
C02579,Client_PC_02579,Personne courante,Lubumbashi,1273.12,8,2022-11-18,2025-05-22,1
C02580,Client_PC_02580,Personne courante,Lubumbashi,1293.05,8,2022-12-16,2025-01-27,1
C02581,Anonyme,Personne courante,Lubumbashi,378.0,1,2024-01-17,2024-01-17,0
C02581,Client_PC_02581,Personne courante,Lubumbashi,390.65,11,2022-08-26,2025-07-16,1
C02582,Anonyme,Personne courante,Kolwezi,351.2,2,2023-10-04,2024-07-15,0
C02582,Client_PC_02582,Personne courante,Lubumbashi,531.45,9,2022-11-24,2025-07-25,1
C02583,Client_PC_02583,Personne courante,Lubumbashi,970.93,15,2022-10-12,2025-07-08,1
C02584,Anonyme,Personne courante,Lubumbashi,319.8,1,2024-01-31,2024-01-31,0
C02584,Client_PC_02584,Personne courante,Lubumbashi,921.5,9,2022-10-20,2025-06-14,1
C02585,Client_PC_02585,Personne courante,Lubumbashi,931.58,7,2022-12-21,2025-07-04,1
C02586,Client_PC_02586,Personne courante,Lubumbashi,1367.5,15,2022-08-31,2025-05-16,1
C02587,Client_PC_02587,Personne courante,Lubumbashi,1061.7,9,2022-08-26,2025-07-30,1
C02588,Client_PC_02588,Personne courante,Lubumbashi,1414.25,17,2022-08-09,2025-06-05,1
C02589,Anonyme,Personne courante,Likasi,148.2,2,2023-08-09,2024-08-24,0
C02589,Client_PC_02589,Personne courante,Lubumbashi,1624.42,17,2022-08-25,2025-04-01,1
C02590,Client_PC_02590,Personne courante,Lubumbashi,1242.5900000000001,14,2022-08-07,2024-08-11,1
C02591,Anonyme,Personne courante,Lubumbashi,1.5,1,2023-11-25,2023-11-25,0
C02591,Client_PC_02591,Personne courante,Lubumbashi,972.6,11,2022-08-08,2025-01-06,1
C02592,Anonyme,Personne courante,Lubumbashi,37.5,1,2023-08-22,2023-08-22,0
C02592,Client_PC_02592,Personne courante,Lubumbashi,917.995,13,2023-01-05,2025-03-11,1
C02593,Client_PC_02593,Personne courante,Lubumbashi,737.31,15,2022-09-01,2025-02-21,1
C02594,Client_PC_02594,Personne courante,Lubumbashi,2307.725,14,2022-08-02,2025-06-02,1
C02595,Anonyme,Personne courante,Lubumbashi,474.5,2,2022-08-26,2024-10-17,0
C02595,Client_PC_02595,Personne courante,Lubumbashi,1518.96,18,2022-10-12,2025-02-08,1
C02596,Anonyme,Personne courante,Likasi,0.75,1,2023-02-27,2023-02-27,0
C02596,Client_PC_02596,Personne courante,Lubumbashi,1033.1,13,2022-08-18,2025-06-09,1
C02597,Anonyme,Personne courante,Lubumbashi,1.22,1,2025-05-26,2025-05-26,0
C02597,Client_PC_02597,Personne courante,Lubumbashi,1070.45,15,2022-08-18,2025-01-24,1
C02598,Client_PC_02598,Personne courante,Lubumbashi,1249.3899999999999,9,2022-08-21,2025-05-20,1
C02599,Anonyme,Personne courante,Kolwezi,200.5,2,2023-02-10,2023-02-24,0
C02599,Client_PC_02599,Personne courante,Lubumbashi,288.85,7,2022-08-11,2025-02-10,1
C02600,Client_PC_02600,Personne courante,Lubumbashi,1771.81,15,2022-09-16,2025-07-20,1
C02601,Anonyme,Personne courante,Lubumbashi,350.0,1,2023-07-24,2023-07-24,0
C02601,Client_PC_02601,Personne courante,Lubumbashi,1161.52,12,2022-10-21,2025-07-07,1
C02602,Anonyme,Personne courante,Kolwezi,37.35,2,2023-06-28,2023-08-25,0
C02602,Client_PC_02602,Personne courante,Lubumbashi,812.4,12,2022-08-04,2025-07-08,1
C02603,Client_PC_02603,Personne courante,Kolwezi,2457.3,8,2022-09-07,2025-01-10,1
C02604,Client_PC_02604,Personne courante,Lubumbashi,1218.49,14,2022-12-24,2025-05-01,1
C02605,Anonyme,Personne courante,Lubumbashi,168.0,1,2024-02-05,2024-02-05,0
C02605,Client_PC_02605,Personne courante,Lubumbashi,1131.81,21,2022-08-17,2025-07-13,1
C02606,Anonyme,Personne courante,Lubumbashi,30.8,1,2023-09-29,2023-09-29,0
C02606,Client_PC_02606,Personne courante,Lubumbashi,1047.37,13,2022-10-28,2024-10-12,1
C02607,Client_PC_02607,Personne courante,Lubumbashi,976.79,10,2022-12-26,2025-05-15,1
C02608,Client_PC_02608,Personne courante,Lubumbashi,959.31,12,2022-12-07,2025-06-25,1
C02609,Anonyme,Personne courante,Lubumbashi,108.0,1,2023-03-18,2023-03-18,0
C02609,Client_PC_02609,Personne courante,Lubumbashi,883.4,12,2023-04-18,2025-04-14,1
C02610,Client_PC_02610,Personne courante,Lubumbashi,1291.36,15,2022-08-15,2025-07-04,1
C02611,Client_PC_02611,Personne courante,Lubumbashi,718.84,15,2022-09-17,2025-04-13,1
C02612,Client_PC_02612,Personne courante,Lubumbashi,885.52,8,2022-10-23,2025-02-07,1
C02613,Anonyme,Personne courante,Kolwezi,35.7,1,2022-08-26,2022-08-26,0
C02613,Client_PC_02613,Personne courante,Lubumbashi,770.55,13,2022-08-12,2025-06-29,1
C02614,Anonyme,Personne courante,Lubumbashi,2.1,1,2024-12-26,2024-12-26,0
C02614,Client_PC_02614,Personne courante,Lubumbashi,1049.07,14,2022-08-27,2025-03-11,1
C02615,Anonyme,Personne courante,Lubumbashi,288.75,3,2023-08-14,2024-07-17,1
C02615,Client_PC_02615,Personne courante,Lubumbashi,1226.5900000000001,18,2022-08-23,2025-06-16,1
C02616,Client_PC_02616,Personne courante,Lubumbashi,1892.7,21,2022-08-15,2025-05-06,1
C02617,Anonyme,Personne courante,Lubumbashi,210.75,2,2023-11-17,2024-04-17,0
C02617,Client_PC_02617,Personne courante,Lubumbashi,1332.3999999999999,9,2022-08-15,2024-02-10,1
C02618,Client_PC_02618,Personne courante,Lubumbashi,653.59,9,2022-08-05,2025-02-24,1
C02619,Client_PC_02619,Personne courante,Lubumbashi,1481.6499999999999,11,2022-08-11,2025-06-30,1
C02620,Client_PC_02620,Personne courante,Lubumbashi,761.62,16,2022-09-10,2025-07-31,1
C02621,Anonyme,Personne courante,Lubumbashi,147.0,1,2022-10-27,2022-10-27,0
C02621,Client_PC_02621,Personne courante,Lubumbashi,1874.74,14,2022-08-05,2024-12-20,1
C02622,Anonyme,Personne courante,Kolwezi,279.5,2,2023-09-04,2024-03-15,0
C02622,Client_PC_02622,Personne courante,Lubumbashi,1420.6,11,2022-10-30,2025-06-07,1
C02623,Anonyme,Personne courante,Lubumbashi,781.15,2,2022-10-10,2023-01-28,0
C02623,Client_PC_02623,Personne courante,Lubumbashi,1853.3799999999999,14,2022-10-23,2025-01-24,1
C02624,Anonyme,Personne courante,Kolwezi,11.9,1,2022-11-27,2022-11-27,0
C02624,Client_PC_02624,Personne courante,Lubumbashi,1667.94,12,2022-08-16,2025-06-04,1
C02625,Client_PC_02625,Personne courante,Lubumbashi,1375.12,16,2022-08-06,2025-06-19,1
C02626,Anonyme,Personne courante,Lubumbashi,10.5,1,2023-08-18,2023-08-18,0
C02626,Client_PC_02626,Personne courante,Lubumbashi,567.15,11,2022-09-08,2025-01-20,1
C02627,Client_PC_02627,Personne courante,Lubumbashi,1415.45,19,2022-08-07,2025-06-05,1
C02628,Anonyme,Personne courante,Kolwezi,11.55,2,2023-09-21,2024-07-06,0
C02628,Client_PC_02628,Personne courante,Lubumbashi,1087.32,11,2022-12-12,2025-02-12,1
C02629,Client_PC_02629,Personne courante,Lubumbashi,673.18,14,2023-01-25,2025-05-20,1
C02630,Anonyme,Personne courante,Lubumbashi,50.4,2,2022-11-14,2024-11-14,0
C02630,Client_PC_02630,Personne courante,Lubumbashi,495.01,10,2022-10-01,2025-07-01,1
C02631,Anonyme,Personne courante,Lubumbashi,149.5,1,2022-09-16,2022-09-16,0
C02631,Client_PC_02631,Personne courante,Lubumbashi,350.21,10,2022-10-09,2025-06-24,1
C02632,Client_PC_02632,Personne courante,Lubumbashi,1880.9,18,2022-09-24,2025-07-04,1
C02633,Anonyme,Personne courante,Lubumbashi,9.46,1,2023-06-18,2023-06-18,0
C02633,Client_PC_02633,Personne courante,Lubumbashi,2024.04,28,2022-08-17,2025-07-08,1
C02634,Anonyme,Personne courante,Lubumbashi,28.6,1,2024-11-06,2024-11-06,0
C02634,Client_PC_02634,Personne courante,Lubumbashi,534.84,11,2022-10-13,2025-05-30,1
C02635,Anonyme,Personne courante,Lubumbashi,97.5,1,2023-01-05,2023-01-05,0
C02635,Client_PC_02635,Personne courante,Lubumbashi,514.86,13,2022-11-07,2025-04-07,1
C02636,Client_PC_02636,Personne courante,Lubumbashi,1247.7,14,2022-08-16,2025-07-22,1
C02637,Client_PC_02637,Personne courante,Lubumbashi,711.62,12,2022-09-09,2024-08-10,1
C02638,Anonyme,Personne courante,Likasi,94.3,1,2024-03-17,2024-03-17,0
C02638,Client_PC_02638,Personne courante,Lubumbashi,2870.71,15,2022-09-13,2025-04-14,1
C02639,Anonyme,Personne courante,Likasi,36.0,1,2023-06-28,2023-06-28,0
C02639,Client_PC_02639,Personne courante,Lubumbashi,1189.1399999999999,11,2022-08-22,2024-10-15,1
C02640,Anonyme,Personne courante,Lubumbashi,0.75,1,2023-05-05,2023-05-05,0
C02640,Client_PC_02640,Personne courante,Lubumbashi,924.71,15,2022-10-07,2025-07-31,1
C02641,Anonyme,Personne courante,Likasi,78.0,1,2025-06-26,2025-06-26,0
C02641,Client_PC_02641,Personne courante,Lubumbashi,1552.2,16,2022-11-24,2025-05-31,1
C02642,Client_PC_02642,Personne courante,Lubumbashi,1135.73,21,2022-10-18,2025-07-30,1
C02643,Anonyme,Personne courante,Likasi,82.9,2,2024-03-13,2024-10-03,0
C02643,Client_PC_02643,Personne courante,Lubumbashi,1766.6000000000001,16,2022-08-25,2025-01-13,1
C02644,Client_PC_02644,Personne courante,Lubumbashi,120.1,5,2023-08-01,2025-06-05,1
C02645,Anonyme,Personne courante,Lubumbashi,5.4,1,2023-07-15,2023-07-15,0
C02645,Client_PC_02645,Personne courante,Lubumbashi,2251.84,21,2022-08-17,2025-04-04,1
C02646,Anonyme,Personne courante,Lubumbashi,11.2,1,2024-06-27,2024-06-27,0
C02646,Client_PC_02646,Personne courante,Lubumbashi,817.74,9,2022-10-19,2025-07-23,1
C02647,Client_PC_02647,Personne courante,Lubumbashi,1224.5,13,2023-02-14,2024-11-14,1
C02648,Anonyme,Personne courante,Kolwezi,45.61,2,2022-08-19,2024-02-03,0
C02648,Client_PC_02648,Personne courante,Lubumbashi,653.72,12,2022-08-27,2025-02-16,1
C02649,Anonyme,Personne courante,Kolwezi,218.4,2,2023-08-29,2025-05-23,0
C02649,Client_PC_02649,Personne courante,Lubumbashi,1761.1100000000001,11,2022-08-20,2025-05-03,1
C02650,Client_PC_02650,Personne courante,Lubumbashi,1971.1,21,2022-08-01,2025-06-23,1
C02651,Client_PC_02651,Personne courante,Lubumbashi,2075.58,21,2022-08-22,2025-06-30,1
C02652,Client_PC_02652,Personne courante,Lubumbashi,957.7099999999999,13,2022-08-30,2025-07-14,1
C02653,Anonyme,Personne courante,Lubumbashi,24.0,1,2023-05-23,2023-05-23,0
C02653,Client_PC_02653,Personne courante,Lubumbashi,1857.67,16,2022-09-20,2025-07-01,1
C02654,Anonyme,Personne courante,Lubumbashi,5.6,1,2024-01-05,2024-01-05,0
C02654,Client_PC_02654,Personne courante,Lubumbashi,2000.87,17,2022-09-12,2025-05-20,1
C02655,Client_PC_02655,Personne courante,Lubumbashi,1962.58,23,2022-08-02,2025-07-05,1
C02656,Client_PC_02656,Personne courante,Lubumbashi,848.35,10,2022-08-27,2025-06-28,1
C02657,Anonyme,Personne courante,Kolwezi,66.0,1,2023-12-01,2023-12-01,0
C02657,Client_PC_02657,Personne courante,Lubumbashi,1523.48,17,2022-09-30,2024-11-03,1
C02658,Client_PC_02658,Personne courante,Lubumbashi,866.07,12,2022-09-20,2025-06-09,1
C02659,Anonyme,Personne courante,Lubumbashi,54.0,1,2023-02-24,2023-02-24,0
C02659,Client_PC_02659,Personne courante,Lubumbashi,2884.73,14,2022-08-12,2025-07-26,1
C02660,Client_PC_02660,Personne courante,Lubumbashi,1469.8,12,2022-10-16,2024-10-23,1
C02661,Anonyme,Personne courante,Lubumbashi,616.0,1,2022-10-19,2022-10-19,0
C02661,Client_PC_02661,Personne courante,Lubumbashi,993.515,12,2022-09-23,2025-07-30,1
C02662,Anonyme,Personne courante,Lubumbashi,473.75,3,2022-10-17,2023-12-18,1
C02662,Client_PC_02662,Personne courante,Lubumbashi,968.91,15,2022-09-02,2025-05-17,1
C02663,Anonyme,Personne courante,Lubumbashi,18.0,1,2023-08-26,2023-08-26,0
C02663,Client_PC_02663,Personne courante,Lubumbashi,3212.0,22,2022-08-15,2025-07-08,1
C02664,Anonyme,Personne courante,Kolwezi,46.2,1,2025-02-20,2025-02-20,0
C02664,Client_PC_02664,Personne courante,Lubumbashi,597.64,11,2022-10-07,2025-07-30,1
C02665,Client_PC_02665,Personne courante,Lubumbashi,1105.18,16,2022-10-15,2025-02-26,1
